Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Category,Disease
Alpaca,3.5,Female,Mixed,7.1,4.8,13.9,293.0,101.0,58.0,44.0,27.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Lice
Turkey,7.8,Male,Purebred,6.8,6.4,15.6,233.0,83.0,50.0,31.0,27.0,1.3,0,0,1,1,0,0,0,0,Gastrointestinal,Coccidiosis GI
Goat,11.6,Male,Purebred,7.0,5.2,13.8,378.0,99.0,54.0,33.0,22.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Diarrhea
Sheep,12.2,Male,Crossbreed,9.4,5.1,12.0,232.0,165.0,60.0,22.0,35.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Pregnancy Toxemia
Turtle,9.7,Female,Mixed,6.9,5.1,13.6,214.0,88.0,52.0,56.0,21.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Llama,10.3,Male,Purebred,8.0,4.8,12.6,247.0,107.0,40.0,32.0,26.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Alpaca,3.4,Male,Purebred,8.8,5.6,12.2,372.0,93.0,28.0,41.0,33.0,0.8,0,0,1,1,0,0,0,0,Gastrointestinal,Diarrhea
Turtle,13.5,Male,Mixed,9.9,6.6,12.8,342.0,108.0,64.0,25.0,34.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Ferret,2.7,Female,Purebred,8.8,5.6,14.0,233.0,97.0,51.0,37.0,29.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Horse,3.5,Female,Mixed,8.0,6.0,14.8,349.0,109.0,36.0,45.0,27.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
Dog,11.8,Male,Purebred,8.0,6.2,14.7,377.0,111.0,43.0,53.0,35.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Fish,5.3,Male,Crossbreed,6.3,5.7,14.8,391.0,119.0,42.0,44.0,19.0,1.3,0,0,0,0,0,0,0,0,Respiratory,Branchiomycosis
Chicken,5.0,Male,Mixed,9.3,5.6,12.3,215.0,83.0,50.0,51.0,21.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver Syndrome
Parrot,1.7,Female,Purebred,6.9,4.7,15.6,328.0,90.0,35.0,59.0,32.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Feather Mites
Llama,13.7,Female,Purebred,7.1,6.0,13.6,305.0,102.0,36.0,39.0,19.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Dog,6.1,Male,Crossbreed,9.5,5.0,13.3,237.0,117.0,47.0,56.0,34.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Rabbit,10.8,Male,Mixed,12.2,6.2,14.6,333.0,95.0,52.0,41.0,17.0,1.4,0,0,0,0,0,0,0,0,Bacterial,Pseudotuberculosis
Snake,2.6,Female,Crossbreed,9.0,4.7,15.5,306.0,104.0,24.0,32.0,24.0,1.1,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Llama,9.4,Male,Mixed,9.7,5.2,15.6,280.0,106.0,27.0,53.0,19.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Foot Rot
Turtle,11.7,Male,Purebred,6.1,5.2,15.5,367.0,92.0,31.0,52.0,34.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Metabolic Bone Disease
Goat,3.9,Female,Mixed,7.5,6.7,13.5,365.0,93.0,38.0,45.0,16.0,1.5,0,0,1,1,0,0,0,0,Gastrointestinal,Diarrhea
Llama,13.8,Male,Purebred,14.8,6.2,13.3,306.0,83.0,29.0,51.0,28.0,0.9,0,0,0,0,0,0,0,0,Bacterial,Clostridium Perfringens
Lizard,5.4,Female,Crossbreed,6.1,5.5,15.6,328.0,89.0,29.0,55.0,33.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Mouth Rot Secondary
Fish,12.3,Female,Purebred,9.6,5.7,12.6,342.0,128.0,68.0,23.0,32.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Vitamin Deficiency
Cattle,7.0,Male,Purebred,7.3,6.0,13.5,227.0,94.0,56.0,50.0,21.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Shipping Fever
Rabbit,13.5,Male,Mixed,7.1,5.2,15.0,319.0,142.0,48.0,46.0,30.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Cattle,8.5,Male,Purebred,9.9,4.5,13.8,213.0,115.0,43.0,35.0,17.0,1.5,0,0,0,0,0,0,0,0,Parasitic,Coccidiosis
Fish,9.2,Female,Purebred,9.4,5.9,15.3,285.0,90.0,59.0,32.0,21.0,1.5,0,0,0,0,0,0,1,0,Respiratory,Gill Disease
Goat,7.9,Female,Purebred,10.9,5.2,13.7,358.0,98.0,37.0,42.0,27.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Enterotoxemia
Cat,5.7,Female,Purebred,8.5,5.5,15.7,315.0,164.0,27.0,34.0,15.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Liver Disease
Snake,3.7,Male,Mixed,7.9,6.5,12.8,391.0,111.0,28.0,42.0,17.0,1.1,0,0,1,1,0,0,0,0,Gastrointestinal,Impaction
Duck,7.8,Female,Crossbreed,6.8,6.6,15.8,378.0,93.0,36.0,52.0,27.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Sinusitis
Horse,9.7,Female,Purebred,6.0,6.8,13.6,294.0,114.0,44.0,44.0,21.0,1.4,0,0,0,0,0,0,0,0,Gastrointestinal,Enterocolitis
Turkey,10.2,Female,Mixed,7.0,4.8,15.5,355.0,83.0,53.0,21.0,20.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Coccidiosis
Alpaca,6.1,Female,Purebred,8.1,5.3,13.4,213.0,107.0,42.0,30.0,33.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Rickets
Horse,4.0,Female,Purebred,13.0,6.2,15.4,257.0,112.0,33.0,51.0,24.0,0.9,1,0,0,0,0,0,0,0,Viral,Rabies
Snake,11.8,Female,Mixed,9.7,6.7,15.3,214.0,160.0,108.0,25.0,28.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Rabbit,1.4,Male,Mixed,7.7,6.4,14.6,237.0,111.0,60.0,27.0,28.0,1.5,0,0,0,0,0,0,0,0,Metabolic,Obesity
Cat,10.5,Male,Crossbreed,8.4,5.3,16.0,306.0,114.0,26.0,47.0,33.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Duck,8.9,Female,Purebred,6.7,5.2,13.5,292.0,105.0,48.0,56.0,21.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Chicken,12.3,Male,Crossbreed,6.0,6.5,14.7,281.0,106.0,58.0,30.0,20.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Rickets
Duck,10.9,Male,Purebred,8.2,6.2,13.2,381.0,98.0,32.0,44.0,18.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Riemerella Anatipestifer
Cattle,14.2,Male,Mixed,9.1,6.3,14.0,344.0,160.0,48.0,33.0,19.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Acetonemia
Turtle,7.5,Male,Crossbreed,6.8,6.5,12.7,360.0,99.0,47.0,57.0,23.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Turtle,14.5,Male,Purebred,12.9,6.4,12.1,229.0,113.0,46.0,35.0,25.0,1.4,1,0,0,0,0,0,0,0,Viral,Adenovirus
Dog,5.2,Female,Purebred,16.3,6.6,12.4,255.0,88.0,52.0,57.0,17.0,1.1,1,0,0,0,0,0,0,0,Viral,Kennel Cough
Lizard,10.4,Male,Mixed,8.4,5.3,13.6,394.0,94.0,55.0,24.0,22.0,1.0,0,0,0,0,0,0,0,0,Respiratory,Bacterial URI
Rabbit,11.6,Male,Mixed,6.2,5.7,14.9,304.0,97.0,53.0,51.0,31.0,1.1,0,0,0,0,0,0,0,0,Gastrointestinal,Enterotoxemia
Llama,2.9,Male,Mixed,10.3,5.4,13.2,393.0,114.0,55.0,38.0,27.0,1.1,1,0,0,0,0,0,0,0,Viral,Bluetongue
Dog,9.6,Female,Mixed,7.5,5.2,13.6,208.0,106.0,67.0,39.0,26.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Turkey,2.9,Female,Mixed,9.8,6.5,15.9,338.0,95.0,31.0,47.0,35.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Aortic Rupture
Dog,1.7,Female,Purebred,6.5,5.2,15.9,239.0,81.0,37.0,43.0,21.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Hookworm
Goat,8.0,Female,Purebred,8.5,5.1,13.2,326.0,80.0,44.0,38.0,26.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Goat,7.3,Female,Purebred,14.4,6.1,13.8,207.0,90.0,29.0,55.0,27.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Anthrax
Duck,12.8,Male,Mixed,8.2,5.6,15.0,301.0,86.0,43.0,56.0,32.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Airsacculitis
Fish,2.2,Male,Crossbreed,13.9,6.3,12.5,229.0,84.0,45.0,25.0,32.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Vibriosis
Rabbit,1.3,Female,Purebred,9.0,6.4,12.5,300.0,137.0,46.0,55.0,16.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Snake,7.6,Male,Mixed,15.3,6.3,14.2,275.0,85.0,48.0,53.0,18.0,1.1,1,0,0,0,0,0,0,0,Viral,Adenovirus
Dog,7.0,Female,Purebred,6.0,4.6,12.6,338.0,99.0,32.0,39.0,19.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Congestive Heart Failure
Dog,12.3,Female,Purebred,9.9,4.9,14.4,399.0,115.0,41.0,60.0,29.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Congestive Heart Failure
Cat,1.1,Male,Mixed,12.1,7.0,15.8,388.0,112.0,29.0,41.0,19.0,1.0,0,0,0,0,0,0,0,0,Viral,Feline Leukemia Virus
Turkey,15.0,Female,Crossbreed,15.0,6.8,14.8,256.0,98.0,37.0,58.0,19.0,0.9,1,0,0,0,0,0,0,0,Bacterial,E.coli
Horse,10.3,Male,Purebred,10.7,6.2,12.1,265.0,117.0,32.0,58.0,20.0,1.0,1,0,0,0,0,0,0,0,Viral,West Nile Virus
Dog,14.5,Female,Mixed,9.6,5.7,12.8,203.0,106.0,61.0,21.0,22.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Turkey,8.4,Female,Crossbreed,9.4,6.9,15.1,331.0,97.0,24.0,48.0,35.0,1.3,0,0,0,1,0,0,0,0,Gastrointestinal,Ulcerative Enteritis
Snake,10.9,Male,Purebred,7.5,5.2,13.9,330.0,80.0,33.0,36.0,24.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Inclusion Body Disease GI
Sheep,7.8,Male,Purebred,9.3,6.0,12.6,205.0,119.0,58.0,43.0,35.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Duck,14.9,Female,Mixed,8.0,6.7,15.3,214.0,83.0,46.0,30.0,28.0,0.9,0,0,1,0,0,0,0,0,Gastrointestinal,Botulism
Goat,2.7,Female,Crossbreed,8.0,6.9,13.3,343.0,97.0,107.0,40.0,34.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Copper Deficiency
Duck,2.5,Female,Crossbreed,8.3,6.1,13.7,213.0,93.0,33.0,20.0,15.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Cat,9.2,Female,Mixed,8.1,6.0,13.5,225.0,95.0,34.0,44.0,32.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Feline Asthma
Pig,13.6,Male,Crossbreed,9.8,5.1,12.2,231.0,107.0,72.0,53.0,16.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Edema Disease
Horse,10.9,Female,Purebred,8.1,5.4,15.4,364.0,133.0,65.0,30.0,29.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Laminitis
Cattle,5.5,Female,Mixed,6.8,6.5,13.0,341.0,110.0,130.0,60.0,32.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Milk Fever
Rabbit,13.1,Female,Crossbreed,8.2,6.7,13.3,288.0,99.0,31.0,35.0,27.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Turtle,9.4,Male,Purebred,7.0,5.1,12.3,249.0,81.0,30.0,46.0,16.0,1.1,0,0,1,1,0,0,0,0,Gastrointestinal,Coccidiosis GI
Ferret,4.3,Male,Crossbreed,6.7,5.0,15.6,315.0,83.0,43.0,26.0,16.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Proliferative Colitis
Parrot,11.2,Female,Mixed,6.2,5.2,14.3,213.0,85.0,47.0,41.0,18.0,1.2,0,0,0,0,0,0,0,0,Parasitic,Feather Mites
Fish,15.0,Female,Mixed,10.7,5.6,14.5,228.0,81.0,52.0,49.0,21.0,0.8,1,0,0,0,0,0,0,0,Bacterial,Columnaris
Cat,3.6,Male,Crossbreed,9.8,4.0,13.8,330.0,108.0,27.0,59.0,27.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Thromboembolism
Alpaca,1.1,Male,Mixed,8.3,6.0,13.8,343.0,82.0,40.0,33.0,28.0,0.8,1,0,0,0,0,0,0,0,Bacterial,Anthrax
Ferret,8.7,Female,Mixed,10.0,5.1,12.3,216.0,104.0,59.0,45.0,21.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Hypoglycemia
Llama,3.3,Female,Mixed,11.9,5.8,15.7,260.0,115.0,40.0,55.0,29.0,1.3,1,0,0,0,0,0,0,0,Viral,Bluetongue
Cat,7.9,Male,Mixed,7.2,6.9,13.2,272.0,99.0,42.0,52.0,19.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Osteochondrodysplasia
Goat,10.1,Male,Crossbreed,6.5,5.8,13.9,234.0,95.0,56.0,50.0,32.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Pig,5.6,Male,Mixed,6.8,6.9,13.8,314.0,98.0,30.0,52.0,16.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Lameness
Turkey,10.1,Female,Purebred,7.1,4.9,15.1,377.0,113.0,39.0,41.0,20.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Dissecting Aneurysm
Duck,0.7,Male,Crossbreed,8.0,6.9,15.8,236.0,87.0,27.0,52.0,15.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Bumblefoot
Snake,5.7,Female,Mixed,14.2,7.0,12.5,275.0,117.0,55.0,36.0,29.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Duck,10.7,Female,Purebred,6.4,5.7,12.2,296.0,94.0,40.0,31.0,31.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Gout
Alpaca,13.7,Male,Crossbreed,6.1,5.6,13.3,233.0,93.0,43.0,41.0,21.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Pleuropneumonia
Cattle,7.8,Female,Mixed,9.2,5.2,15.2,224.0,85.0,58.0,53.0,26.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
Cat,10.7,Female,Purebred,13.2,6.5,13.4,227.0,93.0,34.0,59.0,29.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Mycoplasma
Rabbit,14.4,Female,Purebred,8.6,6.0,14.6,337.0,81.0,22.0,41.0,19.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Muscular Dystrophy
Dog,8.7,Female,Purebred,7.3,5.5,15.0,320.0,152.0,32.0,27.0,21.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Hypothyroidism
Cat,4.7,Female,Mixed,16.8,7.0,12.7,218.0,86.0,31.0,37.0,32.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Campylobacter
Dog,13.1,Female,Crossbreed,9.1,6.2,15.4,344.0,91.0,43.0,21.0,25.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Patellar Luxation
Duck,12.7,Male,Mixed,6.6,6.3,12.1,370.0,109.0,41.0,49.0,17.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Dog,11.1,Female,Mixed,7.4,4.9,13.3,347.0,109.0,21.0,34.0,15.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Hookworm
Turtle,3.6,Male,Purebred,9.8,5.4,15.4,223.0,115.0,44.0,54.0,32.0,1.2,0,0,0,0,0,0,1,0,Respiratory,URI Complex
Goat,6.5,Female,Purebred,7.9,4.0,14.8,304.0,100.0,32.0,56.0,17.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Lungworm
Alpaca,4.2,Male,Mixed,7.4,5.4,14.0,214.0,117.0,32.0,55.0,25.0,1.4,0,0,0,0,0,0,0,0,Gastrointestinal,Acidosis
Ferret,11.3,Female,Mixed,12.1,6.8,15.9,272.0,95.0,59.0,54.0,16.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Helicobacter
Lizard,14.1,Female,Purebred,8.8,6.5,12.4,334.0,111.0,49.0,58.0,30.0,1.3,1,0,0,0,0,0,0,0,Viral,Paramyxovirus
Sheep,5.0,Female,Mixed,9.3,4.3,15.3,252.0,115.0,48.0,47.0,22.0,0.8,0,0,0,0,0,0,0,0,Parasitic,Liver Fluke
Fish,13.3,Male,Mixed,10.5,6.9,14.6,220.0,119.0,26.0,51.0,16.0,1.2,1,0,0,0,0,0,0,0,Viral,Viral Hemorrhagic Septicemia
Horse,12.1,Male,Purebred,8.0,5.1,14.9,271.0,100.0,43.0,60.0,27.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Strongyles
Pig,13.4,Female,Purebred,8.0,6.6,13.1,274.0,113.0,51.0,59.0,35.0,1.0,0,0,1,0,0,0,0,0,Gastrointestinal,Gastric Ulcers
Lizard,3.0,Male,Crossbreed,13.1,5.2,13.4,325.0,90.0,32.0,48.0,17.0,1.1,1,0,0,0,0,0,0,0,Viral,Herpesvirus
Pig,8.8,Female,Mixed,6.3,7.0,15.8,370.0,98.0,55.0,29.0,31.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Parrot,13.5,Female,Purebred,11.8,6.7,14.2,284.0,101.0,48.0,48.0,22.0,1.1,1,0,0,0,0,0,0,0,Viral,Psittacine Beak Feather Disease
Cat,5.4,Male,Mixed,15.3,5.0,14.8,259.0,88.0,20.0,56.0,33.0,0.8,0,0,0,0,0,0,0,0,Bacterial,Campylobacter
Rabbit,9.7,Female,Mixed,9.3,6.7,14.1,383.0,96.0,60.0,49.0,17.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Cattle,3.2,Female,Purebred,13.5,6.8,12.6,392.0,93.0,36.0,26.0,27.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Leptospirosis
Fish,5.9,Male,Crossbreed,8.7,5.4,13.3,358.0,125.0,119.0,34.0,26.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Parrot,8.3,Female,Purebred,6.9,6.4,15.7,253.0,89.0,49.0,31.0,26.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Dog,5.5,Male,Mixed,15.9,6.3,13.2,386.0,110.0,31.0,35.0,19.0,1.5,1,0,0,0,0,0,0,0,Viral,Canine Parvovirus
Dog,2.5,Female,Crossbreed,6.4,5.5,12.2,372.0,110.0,29.0,39.0,24.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Pericardial Effusion
Duck,7.3,Male,Crossbreed,18.9,5.4,14.9,387.0,80.0,49.0,38.0,29.0,1.2,1,0,0,0,0,0,0,0,Viral,Reovirus
Chicken,10.8,Female,Purebred,9.4,7.0,13.9,394.0,89.0,47.0,33.0,28.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Cage Layer Fatigue
Lizard,12.9,Male,Mixed,7.2,5.9,12.4,252.0,82.0,42.0,50.0,19.0,1.1,0,0,0,0,0,0,0,0,Respiratory,Bacterial URI
Turtle,1.4,Male,Crossbreed,9.8,5.2,14.1,271.0,104.0,59.0,60.0,30.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Septic Carditis
Dog,10.8,Female,Purebred,6.0,6.0,15.9,305.0,87.0,21.0,34.0,33.0,1.5,0,0,0,0,0,0,0,0,Cardiovascular,Dilated Cardiomyopathy
Ferret,13.7,Female,Crossbreed,8.8,5.8,14.7,224.0,131.0,113.0,56.0,26.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Insulinoma
Dog,4.0,Male,Purebred,7.3,5.2,15.3,378.0,80.0,53.0,34.0,29.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Fish,1.9,Female,Purebred,6.0,4.9,13.4,213.0,92.0,33.0,41.0,28.0,1.3,0,0,0,0,1,0,0,0,Parasitic,Anchor Worm
Cattle,4.9,Female,Crossbreed,8.5,4.9,14.7,306.0,113.0,29.0,28.0,31.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Sheep,4.5,Female,Purebred,9.7,6.0,12.4,258.0,115.0,54.0,56.0,23.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Adenomatosis
Turkey,3.7,Female,Purebred,9.6,5.3,15.7,269.0,97.0,35.0,36.0,20.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Parrot,7.3,Female,Mixed,8.7,6.6,15.8,230.0,101.0,43.0,57.0,28.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Rabbit,13.0,Male,Mixed,9.8,3.7,15.9,372.0,106.0,49.0,23.0,16.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Ear Mites
Sheep,4.0,Male,Purebred,9.8,5.4,12.7,248.0,102.0,57.0,43.0,20.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Foot Abscess
Turtle,11.1,Male,Mixed,9.0,5.2,12.6,361.0,98.0,23.0,49.0,21.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Flagellates
Ferret,13.7,Male,Crossbreed,16.8,5.7,12.9,299.0,105.0,36.0,34.0,19.0,1.0,1,0,0,0,0,0,0,0,Viral,Rabies
Turtle,5.9,Female,Mixed,7.5,5.1,13.7,334.0,95.0,60.0,48.0,28.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Llama,4.0,Male,Crossbreed,9.2,6.9,13.8,357.0,174.0,96.0,30.0,27.0,1.5,0,0,0,0,0,0,0,0,Metabolic,Copper Deficiency
Duck,4.4,Female,Crossbreed,11.9,5.8,14.4,321.0,92.0,57.0,57.0,23.0,1.1,1,0,0,0,0,0,0,0,Viral,Reovirus
Alpaca,4.0,Female,Purebred,6.7,6.2,13.8,294.0,98.0,56.0,23.0,31.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Alpaca,8.7,Male,Crossbreed,7.3,5.1,13.7,331.0,159.0,32.0,52.0,25.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Copper Deficiency
Horse,1.9,Male,Crossbreed,8.1,6.6,15.9,211.0,104.0,47.0,59.0,34.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Lizard,9.0,Female,Mixed,15.7,6.4,13.7,346.0,86.0,27.0,27.0,33.0,0.9,1,0,0,0,0,0,0,0,Viral,Ranavirus
Goat,7.2,Female,Purebred,7.7,6.2,13.8,276.0,124.0,114.0,49.0,20.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Alpaca,13.0,Male,Purebred,9.8,6.7,13.3,283.0,98.0,54.0,34.0,33.0,1.2,1,0,0,0,0,0,0,0,Viral,Rabies
Dog,13.7,Male,Purebred,8.0,4.9,15.2,285.0,91.0,54.0,44.0,27.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Heartworm
Fish,6.1,Male,Crossbreed,6.6,4.7,15.4,380.0,104.0,40.0,49.0,27.0,1.5,0,0,0,0,0,0,0,0,Cardiovascular,Septic Carditis
Cat,13.5,Female,Purebred,9.9,5.9,15.3,203.0,118.0,51.0,51.0,17.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Hookworm
Duck,5.6,Female,Crossbreed,10.1,5.3,14.6,384.0,100.0,32.0,26.0,32.0,1.5,1,0,0,0,0,0,0,0,Viral,Avian Influenza
Horse,7.1,Female,Mixed,8.9,6.9,12.7,399.0,96.0,49.0,43.0,25.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Goat,2.2,Female,Mixed,11.5,5.6,13.9,383.0,103.0,41.0,52.0,15.0,0.9,1,0,0,0,0,0,0,0,Viral,Contagious Ecthyma
Cat,14.0,Male,Mixed,14.8,5.7,15.4,342.0,116.0,30.0,57.0,16.0,1.4,0,0,0,0,0,0,0,0,Bacterial,Chlamydia
Turkey,3.8,Male,Mixed,6.5,4.1,14.5,258.0,83.0,23.0,25.0,32.0,1.3,0,0,0,0,1,0,0,0,Parasitic,Coccidiosis
Goat,4.9,Male,Mixed,7.3,5.9,13.9,385.0,82.0,28.0,48.0,27.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Pleuropneumonia
Lizard,0.7,Female,Purebred,7.7,4.6,14.0,332.0,82.0,49.0,50.0,18.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Fish,12.4,Male,Purebred,12.0,6.4,15.1,217.0,103.0,53.0,54.0,16.0,1.5,1,0,0,0,0,0,0,0,Viral,White Spot Syndrome
Turkey,1.2,Female,Purebred,7.5,5.2,15.1,370.0,103.0,26.0,21.0,29.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Ulcerative Enteritis
Fish,14.1,Male,Mixed,8.5,6.9,15.7,314.0,92.0,60.0,47.0,23.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Cattle,12.9,Male,Crossbreed,16.6,6.0,15.0,374.0,96.0,21.0,30.0,33.0,1.3,1,0,0,0,0,0,0,0,Viral,Foot-and-Mouth Disease
Cattle,3.1,Female,Purebred,9.2,6.0,14.9,276.0,94.0,54.0,21.0,34.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
Sheep,8.0,Male,Crossbreed,6.9,6.4,13.7,330.0,106.0,75.0,59.0,19.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Acidosis
Ferret,12.6,Female,Crossbreed,7.3,5.8,15.6,300.0,97.0,73.0,37.0,28.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Sheep,10.0,Male,Crossbreed,6.1,5.0,13.8,256.0,111.0,24.0,57.0,33.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Chicken,7.0,Female,Purebred,8.1,5.9,15.8,237.0,86.0,49.0,23.0,25.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Rickets
Dog,13.8,Male,Purebred,12.7,6.7,15.3,212.0,90.0,55.0,56.0,24.0,1.1,1,0,0,0,0,0,0,0,Viral,Canine Parvovirus
Sheep,3.4,Male,Crossbreed,9.0,5.3,15.2,242.0,100.0,54.0,28.0,20.0,0.8,0,0,0,0,0,0,0,0,Gastrointestinal,Acidosis
Ferret,1.2,Female,Crossbreed,6.9,5.5,13.0,330.0,102.0,23.0,41.0,31.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
